expenditure,income,maininc,region,nadults,nkids,SexHRP,housing,internet
1175.0,1184.99,earnings,East Mid,2 adults,No child,Male,Owned,1
464.7676,991.34,other so,South We,1 adult,Two or m,Male,Owned,1
703.2146,1113.14,earnings,Scotland,2 adults,Two or m,Male,Owned,1
346.6058,580.29,earnings,West Mid,3 adults,No child,Male,Owned,1
264.6441,335.61199999999997,other so,North We,1 adult,No child,Female,Owned,1
509.8661,941.39,earnings,Wales,2 adults,Two or m,Male,Owned,1
218.13,235.702,other so,Eastern,2 adults,No child,Female,Public r,1
335.0305,572.71,earnings,North We,2 adults,No child,Female,Public r,1
245.63,364.48,other so,South Ea,2 adults,No child,Male,Owned,1
532.9898,832.952,earnings,Wales,2 adults,No child,Male,Owned,1
1175.0,486.3525,earnings,South Ea,2 adults,One chil,Male,Owned,1
299.9016,1184.99,earnings,London,2 adults,No child,Male,Owned,1
112.9565,187.582,earnings,Yorkshir,2 adults,No child,Male,Public r,0
455.2663,591.79,earnings,South Ea,2 adults,One chil,Male,Owned,1
119.93,381.67,other so,West Mid,2 adults,Two or m,Female,Private,1
81.72,205.77,other so,Northern,1 adult,No child,Female,Private,0
1116.256,1184.99,earnings,South Ea,2 adults,No child,Male,Private,1
279.0098,310.78,other so,North Ea,2 adults,One chil,Female,Public r,1
488.8994,550.17,earnings,Wales,2 adults,Two or m,Male,Public r,1
342.9584,310.01,other so,Scotland,2 adults,No child,Male,Public r,0
496.1795,881.67,earnings,Yorkshir,2 adults,Two or m,Female,Owned,1
1159.805,1184.99,earnings,London,2 adults,Two or m,Male,Owned,1
216.8927,282.802,other so,South Ea,1 adult,No child,Female,Public r,0
678.8466,689.757,earnings,South We,1 adult,No child,Female,Owned,0
113.67,132.5,other so,London,2 adults,One chil,Female,Public r,1
399.1409,622.41,earnings,North We,2 adults,One chil,Male,Private,1
75.23849,96.0,earnings,London,1 adult,No child,Male,Private,0
221.8756,313.45,earnings,London,1 adult,One chil,Female,Public r,1
685.5737,1184.99,earnings,North We,2 adults,No child,Male,Private,1
649.4331,778.6433,earnings,Wales,3 adults,Two or m,Male,Owned,1
409.2437,443.76,earnings,North We,1 adult,No child,Female,Private,1
277.4793,224.144,other so,Eastern,2 adults,No child,Male,Public r,0
108.95,52.0,other so,North Ea,1 adult,No child,Male,Private,0
342.3347,1184.99,earnings,North We,2 adults,No child,Male,Owned,1
79.11555,234.582,other so,Scotland,1 adult,No child,Male,Public r,0
501.8232,562.435,earnings,North We,2 adults,One chil,Female,Owned,1
546.3964,634.4,earnings,Wales,2 adults,One chil,Male,Owned,1
224.1229,213.0415,other so,East Mid,2 adults,No child,Male,Owned,0
347.2688,329.2,other so,North We,2 adults,Two or m,Female,Owned,1
464.855,446.5075,other so,South We,3 adults,No child,Male,Private,1
434.9463,953.56,earnings,Scotland,1 adult,No child,Female,Owned,1
489.9005,865.91,earnings,West Mid,2 adults,No child,Male,Public r,1
674.9979,839.42,earnings,Yorkshir,2 adults,Two or m,Female,Owned,1
533.9996,1184.99,earnings,Yorkshir,2 adults,One chil,Male,Owned,1
569.1495,1111.1,earnings,South Ea,2 adults,Two or m,Male,Owned,1
400.129,664.0,other so,Northern,3 adults,Two or m,Female,Owned,1
356.3036,92.31,earnings,South We,2 adults,No child,Male,Owned,1
229.4414,913.5319999999999,other so,South Ea,1 adult,No child,Male,Owned,1
106.7947,462.43199999999996,other so,South Ea,1 adult,No child,Male,Owned,1
115.9347,113.4,other so,North We,1 adult,No child,Female,Public r,1
255.1,455.46,other so,North We,2 adults,No child,Male,Owned,1
554.3469,800.36,earnings,North We,1 adult,No child,Male,Owned,1
340.218,556.2,earnings,South Ea,1 adult,No child,Female,Owned,1
566.7524,934.012,other so,North We,2 adults,No child,Female,Owned,1
815.6833,980.75,earnings,South Ea,2 adults,Two or m,Male,Owned,1
336.0974,151.5,other so,Wales,1 adult,One chil,Female,Private,1
84.9706,120.48,other so,London,1 adult,No child,Female,Public r,0
408.5407,427.31,earnings,South Ea,2 adults,Two or m,Female,Public r,1
731.1041,711.29,earnings,Yorkshir,2 adults,No child,Male,Private,1
373.385,704.5,earnings,West Mid,3 adults,No child,Male,Owned,1
288.9052,343.91,other so,London,2 adults,No child,Male,Owned,0
69.16,358.0,earnings,Northern,1 adult,No child,Male,Public r,1
149.8468,71.0,other so,North We,1 adult,No child,Male,Private,1
510.3932,592.78,earnings,Yorkshir,2 adults,One chil,Male,Public r,1
904.7627,928.19,earnings,North Ea,2 adults,Two or m,Male,Owned,1
635.7136,998.704,other so,South Ea,2 adults,No child,Male,Owned,1
999.2332,725.33,earnings,West Mid,3 adults,No child,Female,Owned,1
298.1789,341.204,other so,Eastern,2 adults,No child,Female,Owned,0
312.7001,70.0,other so,Wales,1 adult,No child,Female,Private,1
1175.0,1184.99,earnings,North We,2 adults,Two or m,Male,Owned,1
521.035,396.934,other so,Northern,2 adults,No child,Male,Owned,1
300.752,345.0,other so,Wales,2 adults,No child,Male,Owned,0
202.7202,201.292,other so,Scotland,1 adult,No child,Female,Public r,0
453.0922,667.58,earnings,West Mid,1 adult,No child,Male,Private,1
550.7104,1184.99,earnings,South Ea,2 adults,No child,Male,Owned,1
164.7603,263.405,other so,West Mid,1 adult,Two or m,Female,Private,1
444.3408,876.79,earnings,North We,1 adult,No child,Female,Owned,1
399.0465,887.86,earnings,West Mid,2 adults,Two or m,Male,Owned,1
410.9542,311.33,other so,North We,1 adult,Two or m,Female,Private,1
437.7155,406.0,earnings,Scotland,1 adult,No child,Male,Owned,1
264.91700000000003,471.26,other so,Scotland,2 adults,No child,Female,Owned,1
651.4634,1184.99,earnings,South Ea,1 adult,No child,Male,Private,1
565.4604,509.12,earnings,Scotland,1 adult,No child,Female,Owned,1
373.42900000000003,384.579,other so,South Ea,2 adults,No child,Male,Owned,1
203.1742,275.38,other so,North Ea,1 adult,Two or m,Female,Private,1
407.548,491.07,other so,South Ea,1 adult,No child,Male,Owned,1
348.1195,323.47,other so,South We,1 adult,No child,Male,Owned,1
1175.0,1184.99,earnings,South We,3 adults,Two or m,Male,Owned,1
648.39,468.2,earnings,Eastern,2 adults,Two or m,Male,Private,1
577.4136,853.03,earnings,West Mid,2 adults,Two or m,Male,Owned,1
404.18,416.23,earnings,Northern,2 adults,No child,Female,Owned,0
242.4359,341.30400000000003,other so,South We,2 adults,No child,Male,Owned,0
178.713,191.352,other so,East Mid,1 adult,No child,Female,Owned,0
889.4810000000001,1184.99,earnings,Wales,3 adults,No child,Female,Owned,1
192.7812,645.945,other so,London,2 adults,No child,Male,Owned,0
649.7916,812.14,earnings,South Ea,2 adults,No child,Male,Private,1
922.9723,580.757,other so,Eastern,2 adults,No child,Male,Owned,1
502.4948,608.0,earnings,Yorkshir,2 adults,Two or m,Male,Owned,1
131.1208,258.442,other so,North Ea,1 adult,No child,Female,Public r,0
935.5485,1133.18,earnings,London,2 adults,Two or m,Male,Owned,1
1175.0,1184.99,other so,London,2 adults,No child,Male,Owned,1
275.405,962.607,earnings,South Ea,3 adults,No child,Male,Owned,1
438.4053,704.95,earnings,North Ea,1 adult,No child,Male,Owned,1
660.8510000000001,403.23,earnings,South We,2 adults,No child,Male,Private,1
481.4564,676.94,earnings,Yorkshir,2 adults,One chil,Male,Private,1
569.8633,1184.99,earnings,Eastern,2 adults,No child,Female,Owned,1
1175.0,1184.99,earnings,South Ea,4 and mo,No child,Male,Owned,1
810.3289,700.97,earnings,Wales,2 adults,Two or m,Female,Owned,1
434.5002,577.7915,other so,East Mid,2 adults,No child,Male,Owned,1
624.669,1038.59,earnings,South We,3 adults,Two or m,Male,Owned,1
614.4432,938.53,earnings,South Ea,2 adults,No child,Male,Private,1
286.7842,235.352,other so,Yorkshir,1 adult,No child,Female,Public r,0
1175.0,660.71,earnings,South We,2 adults,Two or m,Male,Owned,1
343.8361,645.8,earnings,West Mid,2 adults,No child,Male,Owned,1
269.6592,845.19,earnings,South Ea,2 adults,Two or m,Male,Private,1
1175.0,1184.99,earnings,Eastern,3 adults,Two or m,Male,Owned,1
910.5085,748.7589999999999,other so,Yorkshir,2 adults,No child,Male,Owned,1
276.7306,660.48,earnings,North Ea,2 adults,No child,Male,Owned,1
510.1423,478.88,earnings,East Mid,2 adults,No child,Female,Public r,1
442.8101,553.8615,other so,Scotland,3 adults,No child,Male,Owned,1
478.35,233.61,other so,North We,2 adults,No child,Male,Owned,1
375.9558,189.292,other so,North We,1 adult,No child,Female,Owned,0
512.2703,1184.99,earnings,Yorkshir,3 adults,No child,Male,Owned,1
187.7486,545.43,other so,West Mid,2 adults,No child,Male,Owned,1
240.55900000000003,218.27,other so,Eastern,1 adult,No child,Female,Owned,1
549.8893,746.5,earnings,North Ea,2 adults,One chil,Male,Owned,1
245.049,243.65200000000002,other so,East Mid,1 adult,No child,Male,Owned,0
762.3474,1184.99,earnings,South Ea,2 adults,Two or m,Male,Owned,1
713.9112,697.812,other so,Eastern,1 adult,No child,Female,Owned,1
799.4987,762.615,other so,South We,2 adults,No child,Male,Owned,1
299.3168,103.595,other so,West Mid,2 adults,No child,Male,Owned,1
683.7045,728.79,earnings,Yorkshir,2 adults,Two or m,Male,Owned,1
1175.0,769.23,earnings,Yorkshir,1 adult,One chil,Male,Owned,0
461.2392,395.0,earnings,North Ea,2 adults,One chil,Female,Public r,1
154.9543,100.0,other so,North We,1 adult,No child,Male,Public r,1
328.469,225.96,other so,North We,1 adult,No child,Female,Owned,0
876.17,767.7375,earnings,South We,2 adults,Two or m,Male,Owned,1
433.0934,1028.49,earnings,East Mid,3 adults,No child,Female,Public r,1
962.5451,1184.99,earnings,North We,2 adults,Two or m,Male,Owned,1
483.9043,449.275,earnings,Northern,2 adults,Two or m,Male,Owned,1
950.5617,469.134,other so,South We,2 adults,No child,Male,Owned,1
185.735,97.0,other so,South Ea,1 adult,No child,Male,Public r,0
304.3352,477.36,other so,Yorkshir,2 adults,No child,Female,Owned,1
548.1666,442.97,earnings,South We,2 adults,One chil,Male,Owned,1
1037.77,773.785,earnings,West Mid,3 adults,No child,Male,Private,1
161.0393,72.5,other so,South Ea,1 adult,One chil,Female,Private,1
1175.0,1184.99,earnings,North We,3 adults,No child,Male,Owned,1
395.6141,717.62,earnings,East Mid,2 adults,No child,Male,Owned,1
431.4011,488.0,earnings,South We,2 adults,No child,Male,Public r,1
705.1061,1132.147,other so,North We,2 adults,No child,Female,Owned,1
725.2401,1173.83,earnings,London,4 and mo,No child,Female,Public r,1
520.0931,605.4019999999999,other so,South Ea,1 adult,No child,Male,Owned,1
192.2447,533.7975,other so,West Mid,1 adult,No child,Male,Owned,1
254.4171,356.82199999999995,other so,Scotland,1 adult,No child,Male,Private,1
1175.0,1084.488,other so,Yorkshir,2 adults,No child,Female,Owned,1
629.581,224.48,other so,North Ea,1 adult,No child,Male,Owned,0
250.0043,415.902,other so,Yorkshir,1 adult,No child,Male,Public r,1
1175.0,1184.99,earnings,East Mid,4 and mo,One chil,Male,Owned,1
386.42900000000003,497.57,earnings,East Mid,2 adults,Two or m,Female,Public r,1
313.7758,909.8745,other so,London,1 adult,No child,Female,Owned,0
344.3266,225.64,earnings,South We,1 adult,Two or m,Female,Private,1
609.891,1165.29,earnings,Yorkshir,3 adults,One chil,Male,Owned,1
337.8292,587.054,other so,North We,2 adults,No child,Male,Owned,1
551.4277,339.814,other so,Yorkshir,2 adults,No child,Male,Owned,0
539.7806,432.619,other so,West Mid,2 adults,No child,Male,Owned,1
576.0435,1184.99,other so,North We,2 adults,No child,Female,Owned,1
178.48,71.0,other so,East Mid,1 adult,No child,Female,Public r,1
513.7446,429.4,earnings,London,2 adults,No child,Male,Private,1
1079.845,1184.99,earnings,North We,2 adults,One chil,Male,Owned,1
234.9145,638.9275,earnings,Yorkshir,2 adults,No child,Male,Owned,1
648.3211,1184.99,earnings,Eastern,2 adults,Two or m,Male,Owned,1
777.945,621.869,other so,West Mid,4 and mo,No child,Male,Owned,0
385.7753,379.5,earnings,Scotland,4 and mo,No child,Male,Public r,1
495.0139,609.05,earnings,Yorkshir,2 adults,Two or m,Male,Owned,1
237.325,135.9,other so,Northern,1 adult,No child,Female,Owned,1
153.80700000000002,300.03,earnings,London,1 adult,No child,Male,Owned,0
89.05192,71.0,other so,North Ea,1 adult,No child,Male,Private,1
160.44,151.51,other so,South Ea,1 adult,No child,Female,Private,0
557.9918,727.3,other so,Eastern,3 adults,No child,Male,Owned,1
109.876,287.04200000000003,other so,Wales,1 adult,No child,Female,Public r,1
503.0903,653.28,earnings,North Ea,2 adults,No child,Male,Owned,1
271.3746,349.884,other so,Eastern,2 adults,No child,Male,Public r,1
475.2067,681.48,earnings,East Mid,3 adults,No child,Male,Owned,1
467.4719,834.48,earnings,East Mid,2 adults,One chil,Male,Private,1
492.6793,635.04,earnings,Northern,2 adults,Two or m,Male,Owned,1
458.155,1127.87,other so,East Mid,2 adults,No child,Male,Owned,1
203.7013,178.25,earnings,Yorkshir,2 adults,Two or m,Male,Public r,1
168.8122,288.77,other so,North Ea,1 adult,No child,Female,Public r,0
261.4281,139.58,other so,London,1 adult,No child,Male,Owned,1
245.2461,405.35,earnings,North Ea,2 adults,Two or m,Male,Owned,1
540.375,543.694,other so,London,2 adults,No child,Male,Owned,1
289.3629,324.42,other so,Eastern,2 adults,No child,Male,Owned,1
435.8213,653.3665,other so,South We,2 adults,No child,Male,Owned,1
1097.612,1171.287,earnings,Eastern,2 adults,Two or m,Male,Owned,1
396.341,982.5219999999999,earnings,South Ea,2 adults,No child,Male,Owned,1
926.1848,1184.99,earnings,South We,3 adults,No child,Male,Owned,1
356.5443,287.514,earnings,Yorkshir,2 adults,Two or m,Male,Owned,1
115.7702,144.23,earnings,London,1 adult,No child,Male,Owned,0
301.3009,370.4,earnings,West Mid,1 adult,No child,Male,Owned,1
590.092,601.38,earnings,North We,1 adult,No child,Male,Private,1
297.9096,335.184,other so,East Mid,2 adults,No child,Male,Owned,1
573.3837,1096.39,earnings,West Mid,2 adults,No child,Female,Owned,1
147.7692,275.432,other so,East Mid,1 adult,No child,Female,Owned,0
616.3168,390.3745,other so,London,1 adult,No child,Female,Owned,1
654.4743,524.06,earnings,South Ea,1 adult,No child,Female,Owned,1
144.105,272.04200000000003,earnings,South Ea,2 adults,No child,Male,Public r,1
180.6674,223.8995,other so,Scotland,1 adult,No child,Female,Public r,0
576.7645,1184.99,earnings,South We,2 adults,One chil,Female,Owned,1
156.9048,266.33,other so,East Mid,1 adult,No child,Female,Owned,1
298.31,318.624,other so,North We,2 adults,No child,Male,Public r,0
514.128,343.28,earnings,North We,1 adult,One chil,Female,Owned,1
427.865,79.23,other so,West Mid,3 adults,No child,Female,Private,1
744.3301,626.362,other so,Wales,2 adults,No child,Male,Owned,1
618.8914,687.1,earnings,Wales,2 adults,Two or m,Male,Owned,1
542.2716,593.169,other so,Scotland,2 adults,No child,Female,Owned,1
308.6258,591.882,earnings,North We,3 adults,One chil,Female,Owned,1
410.5939,532.24,earnings,North Ea,2 adults,No child,Male,Owned,0
330.6906,413.652,other so,North Ea,1 adult,No child,Male,Private,1
188.5103,298.644,other so,London,2 adults,No child,Male,Owned,1
386.0473,394.94,other so,South Ea,1 adult,No child,Male,Owned,1
827.6563,1184.99,earnings,West Mid,2 adults,No child,Male,Owned,1
285.9837,648.565,other so,West Mid,2 adults,No child,Male,Owned,0
535.0771,391.38,earnings,North Ea,2 adults,Two or m,Male,Private,1
1111.9560000000001,1184.99,earnings,East Mid,4 and mo,Two or m,Male,Owned,1
236.8776,451.07,other so,Scotland,2 adults,No child,Male,Public r,0
584.1432,376.45,earnings,North Ea,2 adults,No child,Female,Owned,1
991.1601,1184.99,other so,North We,2 adults,No child,Male,Owned,1
1016.15,1184.99,earnings,South We,3 adults,One chil,Male,Owned,1
285.175,898.15,earnings,South Ea,2 adults,No child,Male,Owned,1
1001.345,1184.99,earnings,Yorkshir,2 adults,No child,Male,Private,1
828.6206,1184.99,earnings,South We,3 adults,Two or m,Female,Owned,1
1038.693,1027.61,earnings,South Ea,2 adults,Two or m,Male,Owned,1
230.5107,435.0,earnings,Scotland,1 adult,No child,Female,Public r,1
264.4308,329.0,other so,Yorkshir,1 adult,Two or m,Female,Private,1
379.305,537.33,earnings,London,2 adults,No child,Female,Public r,1
374.16,445.7895,other so,Northern,1 adult,No child,Male,Owned,1
636.3203,945.31,earnings,South Ea,2 adults,No child,Male,Owned,1
343.526,517.56,earnings,South We,1 adult,No child,Male,Owned,1
156.83,207.14,other so,Eastern,1 adult,Two or m,Female,Public r,1
527.7294,561.475,other so,Scotland,2 adults,No child,Male,Owned,1
628.7473,1090.11,earnings,North Ea,4 and mo,No child,Female,Public r,1
247.2906,269.24,other so,Eastern,2 adults,No child,Female,Owned,1
145.7599,142.0,other so,Northern,2 adults,No child,Female,Owned,0
529.3181,1184.99,earnings,South Ea,1 adult,No child,Male,Owned,1
89.73958,361.6095,other so,Eastern,1 adult,No child,Male,Owned,1
248.47,425.63699999999994,other so,North We,1 adult,No child,Female,Owned,0
586.4639,1184.99,earnings,Eastern,2 adults,No child,Male,Owned,1
930.6301,500.0,earnings,Eastern,2 adults,No child,Male,Owned,1
494.4446,281.81,other so,South Ea,2 adults,No child,Male,Owned,1
197.75,405.79,earnings,North We,1 adult,No child,Male,Public r,1
335.8969,581.44,earnings,South Ea,1 adult,No child,Female,Owned,1
157.57,430.9,other so,London,1 adult,No child,Female,Owned,0
259.45099999999996,469.37,earnings,North Ea,1 adult,One chil,Female,Public r,1
396.856,334.147,other so,Wales,1 adult,No child,Female,Owned,1
372.0123,266.56,earnings,Eastern,2 adults,No child,Male,Owned,1
439.1375,498.39,earnings,London,2 adults,Two or m,Male,Public r,1
734.8671,1184.99,earnings,East Mid,2 adults,Two or m,Male,Owned,1
178.7153,239.7,earnings,Eastern,2 adults,No child,Female,Public r,0
668.9760000000001,842.38,earnings,Scotland,2 adults,No child,Female,Owned,1
120.66,181.03,other so,South Ea,1 adult,One chil,Female,Public r,1
1175.0,1184.99,earnings,South Ea,3 adults,One chil,Male,Owned,1
83.81268,84.6625,other so,West Mid,1 adult,No child,Male,Owned,0
560.7136,1184.99,earnings,Wales,3 adults,One chil,Male,Owned,1
140.1669,297.6,other so,London,1 adult,Two or m,Female,Public r,1
241.4259,201.93,earnings,North We,1 adult,No child,Female,Private,1
449.1487,137.142,other so,North We,1 adult,No child,Female,Owned,1
509.6413,1184.99,earnings,Wales,4 and mo,No child,Male,Owned,1
164.5028,246.782,other so,North We,1 adult,No child,Female,Owned,0
244.6387,858.225,earnings,Wales,1 adult,No child,Male,Owned,0
155.615,215.38,other so,South Ea,1 adult,Two or m,Female,Private,1
482.4708,782.04,earnings,North We,2 adults,No child,Female,Private,1
282.6099,612.2719999999999,other so,West Mid,2 adults,No child,Male,Owned,1
